Date,Matchup,Market,Model Bet,Confidence,Won
2025-06-20,Cincinnati Reds @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,45.7,True
2025-06-20,Cincinnati Reds @ St. Louis Cardinals,NRFI,Yes,57.6,True
2025-06-20,New York Mets @ Philadelphia Phillies,F5 Moneyline,New York Mets,48.0,False
2025-06-20,New York Mets @ Philadelphia Phillies,NRFI,Yes,58.4,True
2025-06-20,Milwaukee Brewers @ Minnesota Twins,F5 Moneyline,Milwaukee Brewers,48.1,True
2025-06-20,Milwaukee Brewers @ Minnesota Twins,NRFI,Yes,61.7,True
2025-06-20,Arizona Diamondbacks @ Colorado Rockies,F5 Moneyline,Colorado Rockies,44.7,False
2025-06-20,Arizona Diamondbacks @ Colorado Rockies,NRFI,Yes,59.4,False
2025-06-20,Houston Astros @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,41.6,False
2025-06-20,Houston Astros @ Los Angeles Angels,NRFI,Yes,62.4,False
2025-06-20,Kansas City Royals @ San Diego Padres,F5 Moneyline,Kansas City Royals,48.0,True
2025-06-20,Kansas City Royals @ San Diego Padres,NRFI,Yes,61.8,False
2025-06-20,Cleveland Guardians @ Athletics,F5 Moneyline,Cleveland Guardians,50.8,False
2025-06-20,Cleveland Guardians @ Athletics,NRFI,Yes,57.4,False
2025-06-20,Washington Nationals @ Los Angeles Dodgers,F5 Moneyline,Washington Nationals,51.5,False
2025-06-20,Washington Nationals @ Los Angeles Dodgers,NRFI,Yes,59.4,False
2025-06-20,Boston Red Sox @ San Francisco Giants,F5 Moneyline,San Francisco Giants,41.1,False
2025-06-20,Boston Red Sox @ San Francisco Giants,NRFI,Yes,61.1,False
2025-06-21,Detroit Tigers @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,43.6,True
2025-06-21,Detroit Tigers @ Tampa Bay Rays,NRFI,Yes,62.4,False
2025-06-21,Baltimore Orioles @ New York Yankees,F5 Moneyline,Baltimore Orioles,45.1,False
2025-06-21,Baltimore Orioles @ New York Yankees,NRFI,Yes,60.5,False
2025-06-21,Milwaukee Brewers @ Minnesota Twins,F5 Moneyline,Milwaukee Brewers,47.8,True
2025-06-21,Milwaukee Brewers @ Minnesota Twins,NRFI,Yes,57.1,False
2025-06-21,Cincinnati Reds @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,40.6,True
2025-06-21,Cincinnati Reds @ St. Louis Cardinals,NRFI,Yes,70.2,False
2025-06-21,Seattle Mariners @ Chicago Cubs,F5 Moneyline,Seattle Mariners,42.7,False
2025-06-21,Chicago White Sox @ Toronto Blue Jays,F5 Moneyline,Chicago White Sox,38.7,False
2025-06-21,Chicago White Sox @ Toronto Blue Jays,NRFI,Yes,64.7,False
2025-06-21,Boston Red Sox @ San Francisco Giants,F5 Moneyline,Boston Red Sox,49.9,False
2025-06-21,Boston Red Sox @ San Francisco Giants,NRFI,Yes,60.0,False
2025-06-21,Texas Rangers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,45.2,False
2025-06-21,Texas Rangers @ Pittsburgh Pirates,NRFI,Yes,60.2,True
2025-06-21,Atlanta Braves @ Miami Marlins,F5 Moneyline,Miami Marlins,43.2,False
2025-06-21,Atlanta Braves @ Miami Marlins,NRFI,Yes,57.2,False
2025-06-21,Kansas City Royals @ San Diego Padres,F5 Moneyline,Kansas City Royals,42.6,False
2025-06-21,Kansas City Royals @ San Diego Padres,NRFI,Yes,64.0,True
2025-06-21,New York Mets @ Philadelphia Phillies,F5 Moneyline,Philadelphia Phillies,44.3,False
2025-06-21,New York Mets @ Philadelphia Phillies,NRFI,Yes,59.1,False
2025-06-21,Arizona Diamondbacks @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.3,False
2025-06-21,Arizona Diamondbacks @ Colorado Rockies,NRFI,Yes,56.2,False
2025-06-21,Houston Astros @ Los Angeles Angels,F5 Moneyline,Houston Astros,47.2,False
2025-06-21,Houston Astros @ Los Angeles Angels,NRFI,Yes,69.4,True
2025-06-21,Cleveland Guardians @ Athletics,F5 Moneyline,Cleveland Guardians,57.7,True
2025-06-21,Washington Nationals @ Los Angeles Dodgers,F5 Moneyline,Washington Nationals,50.6,True
2025-06-22,Baltimore Orioles @ New York Yankees,F5 Moneyline,Baltimore Orioles,47.0,True
2025-06-22,Detroit Tigers @ Tampa Bay Rays,F5 Moneyline,Detroit Tigers,43.6,False
2025-06-22,Detroit Tigers @ Tampa Bay Rays,NRFI,Yes,58.2,True
2025-06-22,Texas Rangers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,44.0,True
2025-06-22,Chicago White Sox @ Toronto Blue Jays,F5 Moneyline,Chicago White Sox,43.7,False
2025-06-22,Chicago White Sox @ Toronto Blue Jays,NRFI,Yes,64.1,True
2025-06-22,Atlanta Braves @ Miami Marlins,F5 Moneyline,Miami Marlins,46.0,True
2025-06-22,Atlanta Braves @ Miami Marlins,NRFI,Yes,56.5,False
2025-06-22,Milwaukee Brewers @ Minnesota Twins,F5 Moneyline,Milwaukee Brewers,57.8,True
2025-06-22,Cincinnati Reds @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,44.5,False
2025-06-22,Cincinnati Reds @ St. Louis Cardinals,NRFI,Yes,61.3,False
2025-06-22,Seattle Mariners @ Chicago Cubs,F5 Moneyline,Chicago Cubs,50.3,False
2025-06-22,Seattle Mariners @ Chicago Cubs,NRFI,Yes,59.7,False
2025-06-22,Arizona Diamondbacks @ Colorado Rockies,F5 Moneyline,Colorado Rockies,46.6,True
2025-06-22,Arizona Diamondbacks @ Colorado Rockies,NRFI,Yes,62.1,True
2025-06-22,Cleveland Guardians @ Athletics,F5 Moneyline,Cleveland Guardians,43.2,True
2025-06-22,Cleveland Guardians @ Athletics,NRFI,Yes,56.0,True
2025-06-22,Boston Red Sox @ San Francisco Giants,F5 Moneyline,Boston Red Sox,43.6,False
2025-06-22,Boston Red Sox @ San Francisco Giants,NRFI,Yes,62.2,False
2025-06-22,Houston Astros @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,41.2,True
2025-06-22,Houston Astros @ Los Angeles Angels,NRFI,Yes,57.2,True
2025-06-22,Washington Nationals @ Los Angeles Dodgers,F5 Moneyline,Washington Nationals,56.1,True
2025-06-22,Washington Nationals @ Los Angeles Dodgers,NRFI,Yes,60.7,True
2025-06-22,Kansas City Royals @ San Diego Padres,F5 Moneyline,San Diego Padres,45.0,False
2025-06-22,Kansas City Royals @ San Diego Padres,NRFI,Yes,58.8,True
2025-06-22,New York Mets @ Philadelphia Phillies,F5 Moneyline,New York Mets,48.8,False
2025-06-22,New York Mets @ Philadelphia Phillies,NRFI,Yes,59.6,True
2025-06-23,Texas Rangers @ Baltimore Orioles,F5 Moneyline,Texas Rangers,42.3,False
2025-06-23,Texas Rangers @ Baltimore Orioles,NRFI,Yes,58.0,True
2025-06-23,Atlanta Braves @ New York Mets,F5 Moneyline,New York Mets,50.0,False
2025-06-23,New York Yankees @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,44.8,True
2025-06-23,Seattle Mariners @ Minnesota Twins,F5 Moneyline,Seattle Mariners,45.5,True
2025-06-23,Seattle Mariners @ Minnesota Twins,NRFI,Yes,55.4,True
2025-06-23,Arizona Diamondbacks @ Chicago White Sox,F5 Moneyline,Chicago White Sox,42.0,False
2025-06-23,Arizona Diamondbacks @ Chicago White Sox,NRFI,Yes,62.0,False
2025-06-23,Pittsburgh Pirates @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,44.1,False
2025-06-23,Pittsburgh Pirates @ Milwaukee Brewers,NRFI,Yes,57.4,False
2025-06-23,Chicago Cubs @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,43.7,True
2025-06-23,Chicago Cubs @ St. Louis Cardinals,NRFI,Yes,60.0,True
2025-06-23,Boston Red Sox @ Los Angeles Angels,F5 Moneyline,Boston Red Sox,41.0,False
2025-06-23,Boston Red Sox @ Los Angeles Angels,NRFI,Yes,61.9,False
2025-06-23,Washington Nationals @ San Diego Padres,F5 Moneyline,San Diego Padres,43.9,False
2025-06-23,Washington Nationals @ San Diego Padres,NRFI,Yes,57.1,True
2025-06-24,Texas Rangers @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,40.8,False
2025-06-24,Texas Rangers @ Baltimore Orioles,NRFI,Yes,56.9,True
2025-06-24,Athletics @ Detroit Tigers,F5 Moneyline,Athletics,46.9,False
2025-06-24,Athletics @ Detroit Tigers,NRFI,Yes,57.6,False
2025-06-24,Toronto Blue Jays @ Cleveland Guardians,F5 Moneyline,Toronto Blue Jays,44.0,True
2025-06-24,Toronto Blue Jays @ Cleveland Guardians,NRFI,Yes,60.3,False
2025-06-24,Atlanta Braves @ New York Mets,F5 Moneyline,New York Mets,49.7,True
2025-06-24,Atlanta Braves @ New York Mets,NRFI,Yes,57.2,True
2025-06-24,New York Yankees @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,48.1,False
2025-06-24,Tampa Bay Rays @ Kansas City Royals,F5 Moneyline,Tampa Bay Rays,40.0,True
2025-06-24,Tampa Bay Rays @ Kansas City Royals,NRFI,Yes,69.5,True
2025-06-24,Seattle Mariners @ Minnesota Twins,F5 Moneyline,Minnesota Twins,44.5,False
2025-06-24,Arizona Diamondbacks @ Chicago White Sox,F5 Moneyline,Chicago White Sox,47.3,False
2025-06-24,Arizona Diamondbacks @ Chicago White Sox,NRFI,Yes,66.1,False
2025-06-24,Pittsburgh Pirates @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,43.5,True
2025-06-24,Pittsburgh Pirates @ Milwaukee Brewers,NRFI,Yes,61.6,True
2025-06-24,Chicago Cubs @ St. Louis Cardinals,F5 Moneyline,Chicago Cubs,40.2,False
2025-06-24,Chicago Cubs @ St. Louis Cardinals,NRFI,Yes,61.2,True
2025-06-24,Philadelphia Phillies @ Houston Astros,F5 Moneyline,Houston Astros,42.4,False
2025-06-24,Philadelphia Phillies @ Houston Astros,NRFI,Yes,59.2,True
2025-06-24,Los Angeles Dodgers @ Colorado Rockies,F5 Moneyline,Colorado Rockies,55.5,False
2025-06-24,Boston Red Sox @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,46.0,False
2025-06-24,Boston Red Sox @ Los Angeles Angels,NRFI,Yes,66.2,True
2025-06-24,Washington Nationals @ San Diego Padres,F5 Moneyline,Washington Nationals,42.0,False
2025-06-24,Washington Nationals @ San Diego Padres,NRFI,Yes,55.2,True
2025-06-24,Miami Marlins @ San Francisco Giants,F5 Moneyline,Miami Marlins,43.9,True
2025-06-24,Miami Marlins @ San Francisco Giants,NRFI,Yes,59.7,True
2025-06-25,Arizona Diamondbacks @ Chicago White Sox,F5 Moneyline,Chicago White Sox,50.8,True
2025-06-25,Arizona Diamondbacks @ Chicago White Sox,NRFI,Yes,63.6,False
2025-06-25,Pittsburgh Pirates @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,41.6,True
2025-06-25,Pittsburgh Pirates @ Milwaukee Brewers,NRFI,Yes,64.7,True
2025-06-25,Boston Red Sox @ Los Angeles Angels,F5 Moneyline,Boston Red Sox,52.7,False
2025-06-25,Boston Red Sox @ Los Angeles Angels,NRFI,Yes,60.2,False
2025-06-25,Washington Nationals @ San Diego Padres,F5 Moneyline,Washington Nationals,38.6,False
2025-06-25,Washington Nationals @ San Diego Padres,NRFI,Yes,65.6,True
2025-06-25,Texas Rangers @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,57.2,False
2025-06-25,Texas Rangers @ Baltimore Orioles,NRFI,Yes,59.2,True
2025-06-25,Athletics @ Detroit Tigers,F5 Moneyline,Detroit Tigers,42.4,False
2025-06-25,Athletics @ Detroit Tigers,NRFI,Yes,58.7,True
2025-06-25,Toronto Blue Jays @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,41.1,True
2025-06-25,Toronto Blue Jays @ Cleveland Guardians,NRFI,Yes,65.3,False
2025-06-25,Atlanta Braves @ New York Mets,F5 Moneyline,Atlanta Braves,42.9,False
2025-06-25,New York Yankees @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,50.1,False
2025-06-25,Tampa Bay Rays @ Kansas City Royals,F5 Moneyline,Kansas City Royals,46.0,False
2025-06-25,Tampa Bay Rays @ Kansas City Royals,NRFI,Yes,61.2,True
2025-06-25,Seattle Mariners @ Minnesota Twins,F5 Moneyline,Seattle Mariners,40.9,False
2025-06-25,Seattle Mariners @ Minnesota Twins,NRFI,Yes,63.9,True
2025-06-25,Chicago Cubs @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,54.1,False
2025-06-25,Chicago Cubs @ St. Louis Cardinals,NRFI,Yes,64.0,False
2025-06-25,Philadelphia Phillies @ Houston Astros,F5 Moneyline,Houston Astros,46.3,True
2025-06-25,Philadelphia Phillies @ Houston Astros,NRFI,Yes,61.2,False
2025-06-25,Los Angeles Dodgers @ Colorado Rockies,F5 Moneyline,Colorado Rockies,53.1,False
2025-06-25,Miami Marlins @ San Francisco Giants,F5 Moneyline,Miami Marlins,46.7,False
2025-06-25,Miami Marlins @ San Francisco Giants,NRFI,Yes,64.5,False
2025-06-26,Athletics @ Detroit Tigers,F5 Moneyline,Detroit Tigers,49.8,True
2025-06-26,Athletics @ Detroit Tigers,NRFI,Yes,57.4,True
2025-06-26,Toronto Blue Jays @ Cleveland Guardians,F5 Moneyline,Toronto Blue Jays,41.5,True
2025-06-26,Toronto Blue Jays @ Cleveland Guardians,NRFI,Yes,67.9,True
2025-06-26,Seattle Mariners @ Minnesota Twins,F5 Moneyline,Seattle Mariners,47.5,False
2025-06-26,Tampa Bay Rays @ Kansas City Royals,F5 Moneyline,Kansas City Royals,48.3,False
2025-06-26,Tampa Bay Rays @ Kansas City Royals,NRFI,Yes,57.3,True
2025-06-26,Philadelphia Phillies @ Houston Astros,F5 Moneyline,Houston Astros,42.6,True
2025-06-26,Philadelphia Phillies @ Houston Astros,NRFI,Yes,61.8,True
2025-06-26,Chicago Cubs @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,51.0,False
2025-06-26,Chicago Cubs @ St. Louis Cardinals,NRFI,Yes,63.6,True
2025-06-26,Los Angeles Dodgers @ Colorado Rockies,F5 Moneyline,Colorado Rockies,56.7,False
2025-06-26,Los Angeles Dodgers @ Colorado Rockies,NRFI,Yes,57.9,True
2025-06-26,Miami Marlins @ San Francisco Giants,F5 Moneyline,San Francisco Giants,41.3,False
2025-06-26,Miami Marlins @ San Francisco Giants,NRFI,Yes,60.0,False
2025-06-26,Atlanta Braves @ New York Mets,F5 Moneyline,New York Mets,47.6,True
2025-06-27,New York Mets @ Pittsburgh Pirates,F5 Moneyline,New York Mets,42.6,False
2025-06-27,New York Mets @ Pittsburgh Pirates,NRFI,Yes,62.9,True
2025-06-27,Tampa Bay Rays @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,43.4,True
2025-06-27,Tampa Bay Rays @ Baltimore Orioles,NRFI,Yes,58.9,True
2025-06-27,Athletics @ New York Yankees,F5 Moneyline,Athletics,47.1,False
2025-06-27,San Diego Padres @ Cincinnati Reds,F5 Moneyline,San Diego Padres,43.6,False
2025-06-27,San Diego Padres @ Cincinnati Reds,NRFI,Yes,68.1,False
2025-06-27,St. Louis Cardinals @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,44.7,False
2025-06-27,St. Louis Cardinals @ Cleveland Guardians,NRFI,Yes,64.2,True
2025-06-27,Toronto Blue Jays @ Boston Red Sox,F5 Moneyline,Toronto Blue Jays,39.0,True
2025-06-27,Toronto Blue Jays @ Boston Red Sox,NRFI,Yes,66.6,False
2025-06-27,Minnesota Twins @ Detroit Tigers,F5 Moneyline,Detroit Tigers,43.6,False
2025-06-27,Minnesota Twins @ Detroit Tigers,NRFI,Yes,60.4,True
2025-06-27,Philadelphia Phillies @ Atlanta Braves,F5 Moneyline,Philadelphia Phillies,41.0,True
2025-06-27,San Francisco Giants @ Chicago White Sox,F5 Moneyline,Chicago White Sox,41.7,False
2025-06-27,San Francisco Giants @ Chicago White Sox,NRFI,Yes,62.3,False
2025-06-27,Seattle Mariners @ Texas Rangers,F5 Moneyline,Texas Rangers,45.6,False
2025-06-27,Seattle Mariners @ Texas Rangers,NRFI,Yes,61.2,False
2025-06-27,Chicago Cubs @ Houston Astros,F5 Moneyline,Chicago Cubs,44.4,False
2025-06-27,Chicago Cubs @ Houston Astros,NRFI,Yes,60.3,True
2025-06-27,Los Angeles Dodgers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,56.3,False
2025-06-27,Colorado Rockies @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,44.7,True
2025-06-27,Colorado Rockies @ Milwaukee Brewers,NRFI,Yes,60.3,True
2025-06-27,Washington Nationals @ Los Angeles Angels,F5 Moneyline,Washington Nationals,47.1,False
2025-06-27,Washington Nationals @ Los Angeles Angels,NRFI,Yes,59.4,True
2025-06-27,Miami Marlins @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,41.9,False
2025-06-27,Miami Marlins @ Arizona Diamondbacks,NRFI,Yes,65.2,True
2025-06-28,Athletics @ New York Yankees,F5 Moneyline,Athletics,48.1,True
2025-06-28,Minnesota Twins @ Detroit Tigers,F5 Moneyline,Detroit Tigers,43.7,True
2025-06-28,Minnesota Twins @ Detroit Tigers,NRFI,Yes,59.9,True
2025-06-28,New York Mets @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,45.7,True
2025-06-28,Tampa Bay Rays @ Baltimore Orioles,F5 Moneyline,Tampa Bay Rays,43.2,True
2025-06-28,Tampa Bay Rays @ Baltimore Orioles,NRFI,Yes,62.8,False
2025-06-28,Seattle Mariners @ Texas Rangers,F5 Moneyline,Texas Rangers,43.5,True
2025-06-28,Seattle Mariners @ Texas Rangers,NRFI,Yes,60.2,True
2025-06-28,Los Angeles Dodgers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,49.0,True
2025-06-28,Los Angeles Dodgers @ Kansas City Royals,NRFI,Yes,69.1,True
2025-06-28,San Diego Padres @ Cincinnati Reds,F5 Moneyline,San Diego Padres,60.1,False
2025-06-28,San Diego Padres @ Cincinnati Reds,NRFI,Yes,56.5,False
2025-06-28,St. Louis Cardinals @ Cleveland Guardians,F5 Moneyline,St. Louis Cardinals,43.8,False
2025-06-28,St. Louis Cardinals @ Cleveland Guardians,NRFI,Yes,65.5,False
2025-06-28,Toronto Blue Jays @ Boston Red Sox,F5 Moneyline,Boston Red Sox,40.5,True
2025-06-28,Toronto Blue Jays @ Boston Red Sox,NRFI,Yes,66.0,False
2025-06-28,San Francisco Giants @ Chicago White Sox,F5 Moneyline,Chicago White Sox,49.5,False
2025-06-28,San Francisco Giants @ Chicago White Sox,NRFI,Yes,65.7,True
2025-06-28,Miami Marlins @ Arizona Diamondbacks,F5 Moneyline,Miami Marlins,41.4,False
2025-06-28,Miami Marlins @ Arizona Diamondbacks,NRFI,Yes,62.3,False
2025-06-28,Colorado Rockies @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,45.2,True
2025-06-28,Colorado Rockies @ Milwaukee Brewers,NRFI,Yes,57.0,False
2025-06-28,Chicago Cubs @ Houston Astros,F5 Moneyline,Houston Astros,41.1,False
2025-06-28,Chicago Cubs @ Houston Astros,NRFI,Yes,59.5,False
2025-06-28,Philadelphia Phillies @ Atlanta Braves,F5 Moneyline,Philadelphia Phillies,41.7,False
2025-06-28,Philadelphia Phillies @ Atlanta Braves,NRFI,Yes,55.9,False
2025-06-28,Washington Nationals @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,43.4,False
2025-06-28,Washington Nationals @ Los Angeles Angels,NRFI,Yes,59.4,True
2025-06-29,St. Louis Cardinals @ Cleveland Guardians,F5 Moneyline,St. Louis Cardinals,39.9,True
2025-06-29,St. Louis Cardinals @ Cleveland Guardians,NRFI,Yes,64.4,False
2025-06-29,New York Mets @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,41.3,True
2025-06-29,New York Mets @ Pittsburgh Pirates,NRFI,Yes,55.9,False
2025-06-29,Tampa Bay Rays @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,40.7,True
2025-06-29,Tampa Bay Rays @ Baltimore Orioles,NRFI,Yes,56.2,True
2025-06-29,Toronto Blue Jays @ Boston Red Sox,F5 Moneyline,Toronto Blue Jays,45.0,True
2025-06-29,Toronto Blue Jays @ Boston Red Sox,NRFI,Yes,56.9,False
2025-06-29,Philadelphia Phillies @ Atlanta Braves,F5 Moneyline,Philadelphia Phillies,47.5,True
2025-06-29,Philadelphia Phillies @ Atlanta Braves,NRFI,Yes,58.2,True
2025-06-29,Athletics @ New York Yankees,F5 Moneyline,New York Yankees,44.7,True
2025-06-29,San Diego Padres @ Cincinnati Reds,F5 Moneyline,San Diego Padres,59.8,True
2025-06-29,San Diego Padres @ Cincinnati Reds,NRFI,Yes,59.7,True
2025-06-29,Chicago Cubs @ Houston Astros,F5 Moneyline,Chicago Cubs,43.7,False
2025-06-29,Chicago Cubs @ Houston Astros,NRFI,Yes,60.6,True
2025-06-29,Los Angeles Dodgers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,46.8,False
2025-06-29,Los Angeles Dodgers @ Kansas City Royals,NRFI,Yes,60.3,False
2025-06-29,San Francisco Giants @ Chicago White Sox,F5 Moneyline,Chicago White Sox,49.1,False
2025-06-29,San Francisco Giants @ Chicago White Sox,NRFI,Yes,64.4,False
2025-06-29,Colorado Rockies @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,44.5,False
2025-06-29,Colorado Rockies @ Milwaukee Brewers,NRFI,Yes,56.7,True
2025-06-29,Seattle Mariners @ Texas Rangers,F5 Moneyline,Texas Rangers,52.4,True
2025-06-29,Washington Nationals @ Los Angeles Angels,F5 Moneyline,Washington Nationals,49.0,True
2025-06-29,Miami Marlins @ Arizona Diamondbacks,F5 Moneyline,Miami Marlins,46.8,False
2025-06-29,Miami Marlins @ Arizona Diamondbacks,NRFI,Yes,56.9,False
2025-06-29,Minnesota Twins @ Detroit Tigers,F5 Moneyline,Minnesota Twins,46.1,False
2025-06-29,Minnesota Twins @ Detroit Tigers,NRFI,Yes,62.5,False
2025-06-30,San Diego Padres @ Philadelphia Phillies,F5 Moneyline,San Diego Padres,53.8,False
2025-06-30,San Diego Padres @ Philadelphia Phillies,NRFI,Yes,55.7,True
2025-06-30,St. Louis Cardinals @ Pittsburgh Pirates,F5 Moneyline,St. Louis Cardinals,49.4,False
2025-06-30,St. Louis Cardinals @ Pittsburgh Pirates,NRFI,Yes,66.9,False
2025-06-30,New York Yankees @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,48.4,False
2025-06-30,New York Yankees @ Toronto Blue Jays,NRFI,Yes,61.6,True
2025-06-30,Cincinnati Reds @ Boston Red Sox,F5 Moneyline,Cincinnati Reds,40.8,False
2025-06-30,Cincinnati Reds @ Boston Red Sox,NRFI,Yes,62.3,False
2025-06-30,Athletics @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,46.2,False
2025-06-30,Athletics @ Tampa Bay Rays,NRFI,Yes,59.0,False
2025-06-30,Baltimore Orioles @ Texas Rangers,F5 Moneyline,Baltimore Orioles,42.6,True
2025-06-30,Baltimore Orioles @ Texas Rangers,NRFI,Yes,56.0,True
2025-06-30,Kansas City Royals @ Seattle Mariners,F5 Moneyline,Kansas City Royals,48.8,False
2025-06-30,Kansas City Royals @ Seattle Mariners,NRFI,Yes,60.9,True
2025-06-30,San Francisco Giants @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,42.1,True
2025-06-30,San Francisco Giants @ Arizona Diamondbacks,NRFI,Yes,60.0,True
2025-07-01,New York Yankees @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,56.2,True
2025-07-01,New York Yankees @ Toronto Blue Jays,NRFI,Yes,58.0,False
2025-07-01,St. Louis Cardinals @ Pittsburgh Pirates,F5 Moneyline,St. Louis Cardinals,55.4,False
2025-07-01,St. Louis Cardinals @ Pittsburgh Pirates,NRFI,Yes,64.3,True
2025-07-01,Minnesota Twins @ Miami Marlins,F5 Moneyline,Miami Marlins,53.5,True
2025-07-01,Minnesota Twins @ Miami Marlins,NRFI,Yes,63.0,True
2025-07-01,Athletics @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,52.3,False
2025-07-01,Athletics @ Tampa Bay Rays,NRFI,Yes,57.1,True
2025-07-01,Cincinnati Reds @ Boston Red Sox,F5 Moneyline,Boston Red Sox,46.4,False
2025-07-01,Cincinnati Reds @ Boston Red Sox,NRFI,Yes,57.7,False
2025-07-01,Los Angeles Angels @ Atlanta Braves,F5 Moneyline,Los Angeles Angels,49.4,False
2025-07-01,Los Angeles Angels @ Atlanta Braves,NRFI,Yes,55.1,True
2025-07-01,Cleveland Guardians @ Chicago Cubs,F5 Moneyline,Cleveland Guardians,44.6,False
2025-07-01,Cleveland Guardians @ Chicago Cubs,NRFI,Yes,58.3,True
2025-07-01,Baltimore Orioles @ Texas Rangers,F5 Moneyline,Baltimore Orioles,48.8,False
2025-07-01,Baltimore Orioles @ Texas Rangers,NRFI,Yes,62.5,True
2025-07-01,Houston Astros @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.6,False
2025-07-01,Houston Astros @ Colorado Rockies,NRFI,Yes,57.5,False
2025-07-01,Kansas City Royals @ Seattle Mariners,F5 Moneyline,Kansas City Royals,43.0,True
2025-07-01,Kansas City Royals @ Seattle Mariners,NRFI,Yes,56.9,False
2025-07-01,San Francisco Giants @ Arizona Diamondbacks,F5 Moneyline,San Francisco Giants,45.6,False
2025-07-01,San Francisco Giants @ Arizona Diamondbacks,NRFI,Yes,57.8,True
2025-07-01,Chicago White Sox @ Los Angeles Dodgers,F5 Moneyline,Chicago White Sox,61.2,False
2025-07-01,Chicago White Sox @ Los Angeles Dodgers,NRFI,Yes,60.5,False
2025-07-02,Athletics @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,44.3,False
2025-07-02,St. Louis Cardinals @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,40.0,True
2025-07-02,St. Louis Cardinals @ Pittsburgh Pirates,NRFI,Yes,63.7,True
2025-07-02,Detroit Tigers @ Washington Nationals,F5 Moneyline,Washington Nationals,50.7,False
2025-07-02,Detroit Tigers @ Washington Nationals,NRFI,Yes,59.3,False
2025-07-02,Detroit Tigers @ Washington Nationals,F5 Moneyline,Washington Nationals,42.3,True
2025-07-02,Detroit Tigers @ Washington Nationals,NRFI,Yes,60.4,False
2025-07-02,San Diego Padres @ Philadelphia Phillies,F5 Moneyline,San Diego Padres,40.7,True
2025-07-02,San Diego Padres @ Philadelphia Phillies,NRFI,Yes,57.9,True
2025-07-02,San Diego Padres @ Philadelphia Phillies,F5 Moneyline,San Diego Padres,42.2,False
2025-07-02,San Diego Padres @ Philadelphia Phillies,NRFI,Yes,67.5,True
2025-07-02,Milwaukee Brewers @ New York Mets,F5 Moneyline,Milwaukee Brewers,42.8,False
2025-07-02,Milwaukee Brewers @ New York Mets,NRFI,Yes,61.0,False
2025-07-02,Milwaukee Brewers @ New York Mets,F5 Moneyline,New York Mets,43.1,True
2025-07-02,Milwaukee Brewers @ New York Mets,NRFI,Yes,64.9,True
2025-07-02,Cincinnati Reds @ Boston Red Sox,F5 Moneyline,Boston Red Sox,45.6,False
2025-07-02,Minnesota Twins @ Miami Marlins,F5 Moneyline,Minnesota Twins,46.6,True
2025-07-02,Minnesota Twins @ Miami Marlins,NRFI,Yes,58.9,False
2025-07-02,New York Yankees @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,55.7,True
