Date,Matchup,Market,Model Bet,Confidence,Won
2025-05-18,Minnesota Twins @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,42.8,True
2025-05-18,Minnesota Twins @ Milwaukee Brewers,NRFI,Yes,61.1,True
2025-05-18,Chicago White Sox @ Chicago Cubs,F5 Moneyline,Chicago White Sox,48.6,False
2025-05-18,Chicago White Sox @ Chicago Cubs,NRFI,Yes,58.6,False
2025-05-18,Athletics @ San Francisco Giants,F5 Moneyline,San Francisco Giants,44.2,False
2025-05-18,Athletics @ San Francisco Giants,NRFI,Yes,55.8,False
2025-05-18,Colorado Rockies @ Arizona Diamondbacks,F5 Moneyline,Colorado Rockies,41.4,False
2025-05-18,Colorado Rockies @ Arizona Diamondbacks,NRFI,Yes,58.4,False
2025-05-18,Los Angeles Angels @ Los Angeles Dodgers,F5 Moneyline,Los Angeles Dodgers,44.6,False
2025-05-18,Los Angeles Angels @ Los Angeles Dodgers,NRFI,Yes,58.5,False
2025-05-18,Seattle Mariners @ San Diego Padres,F5 Moneyline,San Diego Padres,40.9,False
2025-05-18,Seattle Mariners @ San Diego Padres,NRFI,Yes,60.4,False
2025-05-18,New York Mets @ New York Yankees,F5 Moneyline,New York Mets,48.1,False
2025-05-19,Cincinnati Reds @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,39.7,False
2025-05-19,Cincinnati Reds @ Pittsburgh Pirates,NRFI,Yes,64.5,False
2025-05-19,Chicago Cubs @ Miami Marlins,F5 Moneyline,Miami Marlins,41.4,True
2025-05-19,Chicago Cubs @ Miami Marlins,NRFI,Yes,56.6,False
2025-05-19,New York Mets @ Boston Red Sox,F5 Moneyline,Boston Red Sox,42.8,True
2025-05-19,Houston Astros @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,42.4,False
2025-05-19,Houston Astros @ Tampa Bay Rays,NRFI,Yes,61.5,True
2025-05-19,Cleveland Guardians @ Minnesota Twins,F5 Moneyline,Cleveland Guardians,40.9,False
2025-05-19,Cleveland Guardians @ Minnesota Twins,NRFI,Yes,64.8,False
2025-05-19,Seattle Mariners @ Chicago White Sox,F5 Moneyline,Chicago White Sox,46.5,False
2025-05-19,Seattle Mariners @ Chicago White Sox,NRFI,Yes,62.3,True
2025-05-19,Baltimore Orioles @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,45.9,True
2025-05-19,Baltimore Orioles @ Milwaukee Brewers,NRFI,Yes,57.2,True
2025-05-19,Detroit Tigers @ St. Louis Cardinals,F5 Moneyline,Detroit Tigers,47.0,False
2025-05-19,Detroit Tigers @ St. Louis Cardinals,NRFI,Yes,63.6,False
2025-05-19,Philadelphia Phillies @ Colorado Rockies,F5 Moneyline,Colorado Rockies,53.5,True
2025-05-19,Kansas City Royals @ San Francisco Giants,F5 Moneyline,Kansas City Royals,42.3,False
2025-05-19,Kansas City Royals @ San Francisco Giants,NRFI,Yes,64.8,True
2025-05-19,Los Angeles Angels @ Athletics,F5 Moneyline,Athletics,44.8,False
2025-05-19,Los Angeles Angels @ Athletics,NRFI,Yes,57.5,False
2025-05-19,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,52.3,True
2025-05-19,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,56.5,False
2025-05-20,Cincinnati Reds @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,48.4,False
2025-05-20,Cincinnati Reds @ Pittsburgh Pirates,NRFI,Yes,59.6,True
2025-05-20,Chicago Cubs @ Miami Marlins,F5 Moneyline,Miami Marlins,40.0,False
2025-05-20,Chicago Cubs @ Miami Marlins,NRFI,Yes,60.8,False
2025-05-20,New York Mets @ Boston Red Sox,F5 Moneyline,Boston Red Sox,48.7,True
2025-05-20,Atlanta Braves @ Washington Nationals,F5 Moneyline,Washington Nationals,59.4,True
2025-05-20,Atlanta Braves @ Washington Nationals,NRFI,Yes,56.3,False
2025-05-20,Houston Astros @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,42.1,False
2025-05-20,Houston Astros @ Tampa Bay Rays,NRFI,Yes,61.5,True
2025-05-20,Texas Rangers @ New York Yankees,F5 Moneyline,Texas Rangers,53.5,False
2025-05-20,San Diego Padres @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,43.3,True
2025-05-20,San Diego Padres @ Toronto Blue Jays,NRFI,Yes,64.2,False
2025-05-20,Seattle Mariners @ Chicago White Sox,F5 Moneyline,Chicago White Sox,44.5,True
2025-05-20,Baltimore Orioles @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,42.4,True
2025-05-20,Baltimore Orioles @ Milwaukee Brewers,NRFI,Yes,67.2,True
2025-05-20,Detroit Tigers @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,50.7,False
2025-05-20,Detroit Tigers @ St. Louis Cardinals,NRFI,Yes,64.7,False
2025-05-20,Philadelphia Phillies @ Colorado Rockies,F5 Moneyline,Colorado Rockies,52.3,False
2025-05-20,Kansas City Royals @ San Francisco Giants,F5 Moneyline,Kansas City Royals,46.8,False
2025-05-20,Kansas City Royals @ San Francisco Giants,NRFI,Yes,59.4,True
2025-05-20,Los Angeles Angels @ Athletics,F5 Moneyline,Los Angeles Angels,47.6,True
2025-05-20,Los Angeles Angels @ Athletics,NRFI,Yes,55.1,True
2025-05-20,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,48.0,False
2025-05-20,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,55.6,True
2025-05-21,Cincinnati Reds @ Pittsburgh Pirates,F5 Moneyline,Cincinnati Reds,42.0,False
2025-05-21,Houston Astros @ Tampa Bay Rays,F5 Moneyline,Houston Astros,39.2,False
2025-05-21,Houston Astros @ Tampa Bay Rays,NRFI,Yes,59.4,False
2025-05-21,Cleveland Guardians @ Minnesota Twins,F5 Moneyline,Cleveland Guardians,45.3,False
2025-05-21,Cleveland Guardians @ Minnesota Twins,NRFI,Yes,67.4,False
2025-05-21,Chicago Cubs @ Miami Marlins,F5 Moneyline,Chicago Cubs,44.8,False
2025-05-21,Baltimore Orioles @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,45.9,False
2025-05-21,Baltimore Orioles @ Milwaukee Brewers,NRFI,Yes,55.7,True
2025-05-21,Detroit Tigers @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,43.0,False
2025-05-21,Detroit Tigers @ St. Louis Cardinals,NRFI,Yes,60.7,True
2025-05-21,Seattle Mariners @ Chicago White Sox,F5 Moneyline,Chicago White Sox,42.5,True
2025-05-21,Seattle Mariners @ Chicago White Sox,NRFI,Yes,59.1,False
2025-05-21,Kansas City Royals @ San Francisco Giants,F5 Moneyline,Kansas City Royals,52.5,True
2025-05-21,Kansas City Royals @ San Francisco Giants,NRFI,Yes,61.3,False
2025-05-21,Cleveland Guardians @ Minnesota Twins,F5 Moneyline,Cleveland Guardians,44.1,False
2025-05-21,Cleveland Guardians @ Minnesota Twins,NRFI,Yes,59.1,True
2025-05-21,New York Mets @ Boston Red Sox,F5 Moneyline,New York Mets,51.0,False
2025-05-21,Texas Rangers @ New York Yankees,F5 Moneyline,New York Yankees,47.7,False
2025-05-21,San Diego Padres @ Toronto Blue Jays,F5 Moneyline,San Diego Padres,39.8,False
2025-05-21,San Diego Padres @ Toronto Blue Jays,NRFI,Yes,68.8,True
2025-05-21,Philadelphia Phillies @ Colorado Rockies,F5 Moneyline,Philadelphia Phillies,42.2,True
2025-05-21,Los Angeles Angels @ Athletics,F5 Moneyline,Athletics,44.5,False
2025-05-21,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,44.3,True
2025-05-21,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,57.9,True
2025-05-22,Texas Rangers @ New York Yankees,F5 Moneyline,Texas Rangers,45.0,False
2025-05-22,San Diego Padres @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,41.7,True
2025-05-22,San Diego Padres @ Toronto Blue Jays,NRFI,Yes,59.8,True
2025-05-22,Philadelphia Phillies @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.6,False
2025-05-22,Philadelphia Phillies @ Colorado Rockies,NRFI,Yes,57.6,True
2025-05-22,Los Angeles Angels @ Athletics,F5 Moneyline,Los Angeles Angels,44.6,False
2025-05-22,Los Angeles Angels @ Athletics,NRFI,Yes,57.4,False
2025-05-22,Cleveland Guardians @ Detroit Tigers,F5 Moneyline,Detroit Tigers,41.2,False
2025-05-22,Cleveland Guardians @ Detroit Tigers,NRFI,Yes,65.0,True
2025-05-22,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,39.7,True
2025-05-22,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,64.1,False
2025-05-22,Atlanta Braves @ Washington Nationals,F5 Moneyline,Washington Nationals,43.7,True
2025-05-22,Atlanta Braves @ Washington Nationals,NRFI,Yes,56.6,False
2025-05-22,Seattle Mariners @ Houston Astros,F5 Moneyline,Houston Astros,54.3,True
2025-05-22,Seattle Mariners @ Houston Astros,NRFI,Yes,56.0,False
2025-05-23,Baltimore Orioles @ Boston Red Sox,F5 Moneyline,Boston Red Sox,42.5,False
2025-05-23,Baltimore Orioles @ Boston Red Sox,NRFI,Yes,56.6,True
2025-05-23,Chicago Cubs @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,40.9,True
2025-05-23,Chicago Cubs @ Cincinnati Reds,NRFI,Yes,60.0,False
2025-05-23,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,50.6,False
2025-05-23,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,63.5,True
2025-05-23,San Francisco Giants @ Washington Nationals,F5 Moneyline,Washington Nationals,42.1,False
2025-05-23,San Francisco Giants @ Washington Nationals,NRFI,Yes,58.9,True
2025-05-23,Toronto Blue Jays @ Tampa Bay Rays,F5 Moneyline,Toronto Blue Jays,46.5,False
2025-05-23,Toronto Blue Jays @ Tampa Bay Rays,NRFI,Yes,65.4,True
2025-05-23,Cleveland Guardians @ Detroit Tigers,F5 Moneyline,Detroit Tigers,45.9,False
2025-05-23,Cleveland Guardians @ Detroit Tigers,NRFI,Yes,60.4,False
2025-05-23,Los Angeles Dodgers @ New York Mets,F5 Moneyline,New York Mets,52.8,False
2025-05-23,Los Angeles Dodgers @ New York Mets,NRFI,Yes,56.6,True
2025-05-23,San Diego Padres @ Atlanta Braves,F5 Moneyline,San Diego Padres,46.1,False
2025-05-23,San Diego Padres @ Atlanta Braves,NRFI,Yes,65.9,False
2025-05-23,Texas Rangers @ Chicago White Sox,F5 Moneyline,Chicago White Sox,52.0,True
2025-05-23,Texas Rangers @ Chicago White Sox,NRFI,Yes,64.3,True
2025-05-23,Seattle Mariners @ Houston Astros,F5 Moneyline,Houston Astros,43.1,True
2025-05-23,Seattle Mariners @ Houston Astros,NRFI,Yes,57.5,True
2025-05-23,Kansas City Royals @ Minnesota Twins,F5 Moneyline,Kansas City Royals,51.9,False
2025-05-23,Kansas City Royals @ Minnesota Twins,NRFI,Yes,58.0,False
2025-05-23,Arizona Diamondbacks @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,47.5,False
2025-05-23,Arizona Diamondbacks @ St. Louis Cardinals,NRFI,Yes,59.6,True
2025-05-23,New York Yankees @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.2,True
2025-05-23,Miami Marlins @ Los Angeles Angels,F5 Moneyline,Miami Marlins,52.3,False
2025-05-23,Miami Marlins @ Los Angeles Angels,NRFI,Yes,59.4,True
2025-05-23,Philadelphia Phillies @ Athletics,F5 Moneyline,Athletics,54.9,False
2025-05-24,Baltimore Orioles @ Boston Red Sox,F5 Moneyline,Baltimore Orioles,44.1,True
2025-05-24,Baltimore Orioles @ Boston Red Sox,NRFI,Yes,56.1,False
2025-05-24,Baltimore Orioles @ Boston Red Sox,F5 Moneyline,Baltimore Orioles,48.1,False
2025-05-24,Baltimore Orioles @ Boston Red Sox,NRFI,Yes,58.6,True
2025-05-24,Kansas City Royals @ Minnesota Twins,F5 Moneyline,Kansas City Royals,43.3,True
2025-05-24,Kansas City Royals @ Minnesota Twins,NRFI,Yes,64.0,True
2025-05-24,Arizona Diamondbacks @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,46.7,False
2025-05-24,Arizona Diamondbacks @ St. Louis Cardinals,NRFI,Yes,64.9,False
2025-05-24,San Francisco Giants @ Washington Nationals,F5 Moneyline,Washington Nationals,51.3,True
2025-05-24,San Francisco Giants @ Washington Nationals,NRFI,Yes,64.8,False
2025-05-24,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,54.2,False
2025-05-24,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,58.2,False
2025-05-24,Chicago Cubs @ Cincinnati Reds,F5 Moneyline,Chicago Cubs,43.2,False
2025-05-24,Chicago Cubs @ Cincinnati Reds,NRFI,Yes,60.8,False
2025-05-24,Seattle Mariners @ Houston Astros,F5 Moneyline,Houston Astros,41.8,True
2025-05-24,Seattle Mariners @ Houston Astros,NRFI,Yes,63.3,False
2025-05-24,San Diego Padres @ Atlanta Braves,F5 Moneyline,San Diego Padres,41.0,False
2025-05-24,San Diego Padres @ Atlanta Braves,NRFI,Yes,64.3,True
2025-05-24,Texas Rangers @ Chicago White Sox,F5 Moneyline,Chicago White Sox,46.1,False
2025-05-24,Texas Rangers @ Chicago White Sox,NRFI,Yes,65.7,False
2025-05-24,New York Yankees @ Colorado Rockies,F5 Moneyline,Colorado Rockies,41.1,False
2025-05-24,New York Yankees @ Colorado Rockies,NRFI,Yes,57.5,False
2025-05-24,Toronto Blue Jays @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,39.8,True
2025-05-24,Toronto Blue Jays @ Tampa Bay Rays,NRFI,Yes,61.2,False
2025-05-24,Cleveland Guardians @ Detroit Tigers,F5 Moneyline,Cleveland Guardians,43.8,False
2025-05-24,Cleveland Guardians @ Detroit Tigers,NRFI,Yes,64.0,False
2025-05-24,Los Angeles Dodgers @ New York Mets,F5 Moneyline,New York Mets,48.5,True
2025-05-24,Philadelphia Phillies @ Athletics,F5 Moneyline,Athletics,44.7,False
2025-05-24,Philadelphia Phillies @ Athletics,NRFI,Yes,58.1,False
2025-05-24,Miami Marlins @ Los Angeles Angels,F5 Moneyline,Miami Marlins,50.7,True
2025-05-25,Cleveland Guardians @ Detroit Tigers,F5 Moneyline,Cleveland Guardians,47.7,False
2025-05-25,Cleveland Guardians @ Detroit Tigers,NRFI,Yes,62.9,True
2025-05-25,Baltimore Orioles @ Boston Red Sox,F5 Moneyline,Baltimore Orioles,51.2,True
2025-05-25,Baltimore Orioles @ Boston Red Sox,NRFI,Yes,58.6,True
2025-05-25,San Francisco Giants @ Washington Nationals,F5 Moneyline,Washington Nationals,48.5,False
2025-05-25,San Francisco Giants @ Washington Nationals,NRFI,Yes,61.9,True
2025-05-25,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,40.3,False
2025-05-25,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,59.2,False
2025-05-25,Chicago Cubs @ Cincinnati Reds,F5 Moneyline,Chicago Cubs,40.3,False
2025-05-25,Chicago Cubs @ Cincinnati Reds,NRFI,Yes,60.9,False
2025-05-25,Toronto Blue Jays @ Tampa Bay Rays,F5 Moneyline,Toronto Blue Jays,45.5,False
2025-05-25,Toronto Blue Jays @ Tampa Bay Rays,NRFI,Yes,67.3,False
2025-05-25,Seattle Mariners @ Houston Astros,F5 Moneyline,Seattle Mariners,40.7,True
2025-05-25,Kansas City Royals @ Minnesota Twins,F5 Moneyline,Kansas City Royals,41.2,False
2025-05-25,Kansas City Royals @ Minnesota Twins,NRFI,Yes,63.5,False
2025-05-25,Texas Rangers @ Chicago White Sox,F5 Moneyline,Chicago White Sox,44.4,False
2025-05-25,Texas Rangers @ Chicago White Sox,NRFI,Yes,67.2,True
2025-05-25,Arizona Diamondbacks @ St. Louis Cardinals,F5 Moneyline,Arizona Diamondbacks,43.2,False
2025-05-25,Arizona Diamondbacks @ St. Louis Cardinals,NRFI,Yes,65.0,False
2025-05-25,New York Yankees @ Colorado Rockies,F5 Moneyline,Colorado Rockies,52.2,False
2025-05-25,Philadelphia Phillies @ Athletics,F5 Moneyline,Athletics,47.5,False
2025-05-25,Philadelphia Phillies @ Athletics,NRFI,Yes,63.2,False
2025-05-25,Miami Marlins @ Los Angeles Angels,F5 Moneyline,Miami Marlins,42.8,True
2025-05-25,Miami Marlins @ Los Angeles Angels,NRFI,Yes,60.3,True
2025-05-25,San Diego Padres @ Atlanta Braves,F5 Moneyline,San Diego Padres,44.5,False
2025-05-25,San Diego Padres @ Atlanta Braves,NRFI,Yes,59.1,False
2025-05-25,Los Angeles Dodgers @ New York Mets,F5 Moneyline,New York Mets,46.7,True
2025-05-26,San Francisco Giants @ Detroit Tigers,F5 Moneyline,San Francisco Giants,41.9,False
2025-05-26,San Francisco Giants @ Detroit Tigers,NRFI,Yes,62.0,True
2025-05-26,Boston Red Sox @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,51.7,True
2025-05-26,Boston Red Sox @ Milwaukee Brewers,NRFI,Yes,55.4,False
2025-05-26,Colorado Rockies @ Chicago Cubs,F5 Moneyline,Colorado Rockies,59.0,False
2025-05-26,St. Louis Cardinals @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,46.7,True
2025-05-26,St. Louis Cardinals @ Baltimore Orioles,NRFI,Yes,56.9,False
2025-05-26,Toronto Blue Jays @ Texas Rangers,F5 Moneyline,Toronto Blue Jays,47.9,True
2025-05-26,Toronto Blue Jays @ Texas Rangers,NRFI,Yes,69.8,False
2025-05-26,Cincinnati Reds @ Kansas City Royals,F5 Moneyline,Kansas City Royals,45.8,False
2025-05-26,Cincinnati Reds @ Kansas City Royals,NRFI,Yes,58.8,False
2025-05-26,Chicago White Sox @ New York Mets,F5 Moneyline,Chicago White Sox,53.2,True
2025-05-26,Chicago White Sox @ New York Mets,NRFI,Yes,65.5,True
2025-05-26,Los Angeles Dodgers @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,50.9,False
2025-05-26,Los Angeles Dodgers @ Cleveland Guardians,NRFI,Yes,58.4,False
2025-05-26,Minnesota Twins @ Tampa Bay Rays,F5 Moneyline,Minnesota Twins,40.0,False
2025-05-26,Minnesota Twins @ Tampa Bay Rays,NRFI,Yes,61.7,True
2025-05-26,Pittsburgh Pirates @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,42.5,True
2025-05-26,Miami Marlins @ San Diego Padres,F5 Moneyline,San Diego Padres,55.9,False
2025-05-26,Miami Marlins @ San Diego Padres,NRFI,Yes,60.9,False
2025-05-26,New York Yankees @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,43.9,False
2025-05-27,Los Angeles Dodgers @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,44.1,False
2025-05-27,St. Louis Cardinals @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,42.0,True
2025-05-27,St. Louis Cardinals @ Baltimore Orioles,NRFI,Yes,58.3,False
2025-05-27,San Francisco Giants @ Detroit Tigers,F5 Moneyline,Detroit Tigers,39.7,True
2025-05-27,San Francisco Giants @ Detroit Tigers,NRFI,Yes,60.0,False
2025-05-27,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Philadelphia Phillies,52.3,True
2025-05-27,Atlanta Braves @ Philadelphia Phillies,NRFI,Yes,58.4,True
2025-05-27,Minnesota Twins @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,41.6,False
2025-05-27,Minnesota Twins @ Tampa Bay Rays,NRFI,Yes,64.3,False
2025-05-27,Chicago White Sox @ New York Mets,F5 Moneyline,Chicago White Sox,54.9,False
2025-05-27,Chicago White Sox @ New York Mets,NRFI,Yes,61.4,False
2025-05-27,Cincinnati Reds @ Kansas City Royals,F5 Moneyline,Kansas City Royals,43.7,False
2025-05-27,Cincinnati Reds @ Kansas City Royals,NRFI,Yes,64.2,True
2025-05-27,Boston Red Sox @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,43.0,False
2025-05-27,Boston Red Sox @ Milwaukee Brewers,NRFI,Yes,56.5,True
2025-05-27,Colorado Rockies @ Chicago Cubs,F5 Moneyline,Colorado Rockies,44.4,False
2025-05-27,Toronto Blue Jays @ Texas Rangers,F5 Moneyline,Toronto Blue Jays,45.4,False
2025-05-27,Toronto Blue Jays @ Texas Rangers,NRFI,Yes,63.7,True
2025-05-27,Athletics @ Houston Astros,F5 Moneyline,Athletics,43.4,False
2025-05-27,Athletics @ Houston Astros,NRFI,Yes,57.4,True
2025-05-27,New York Yankees @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,45.3,False
2025-05-27,Pittsburgh Pirates @ Arizona Diamondbacks,F5 Moneyline,Pittsburgh Pirates,47.9,False
2025-05-27,Pittsburgh Pirates @ Arizona Diamondbacks,NRFI,Yes,58.4,False
2025-05-27,Washington Nationals @ Seattle Mariners,F5 Moneyline,Seattle Mariners,43.3,True
2025-05-27,Miami Marlins @ San Diego Padres,F5 Moneyline,San Diego Padres,41.3,True
2025-05-27,Miami Marlins @ San Diego Padres,NRFI,Yes,61.4,False
2025-05-28,Los Angeles Dodgers @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,56.3,False
2025-05-28,San Francisco Giants @ Detroit Tigers,F5 Moneyline,Detroit Tigers,50.2,True
2025-05-28,Minnesota Twins @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,42.5,True
2025-05-28,Minnesota Twins @ Tampa Bay Rays,NRFI,Yes,63.9,True
2025-05-28,Chicago White Sox @ New York Mets,F5 Moneyline,Chicago White Sox,49.4,True
2025-05-28,Chicago White Sox @ New York Mets,NRFI,Yes,65.6,False
2025-05-28,Boston Red Sox @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,39.6,False
2025-05-28,Boston Red Sox @ Milwaukee Brewers,NRFI,Yes,63.6,True
2025-05-28,Athletics @ Houston Astros,F5 Moneyline,Houston Astros,47.1,False
2025-05-28,Athletics @ Houston Astros,NRFI,Yes,58.5,True
2025-05-28,Pittsburgh Pirates @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,47.4,False
2025-05-28,Pittsburgh Pirates @ Arizona Diamondbacks,NRFI,Yes,62.7,True
2025-05-28,Miami Marlins @ San Diego Padres,F5 Moneyline,Miami Marlins,45.2,False
2025-05-28,Miami Marlins @ San Diego Padres,NRFI,Yes,61.9,True
2025-05-28,St. Louis Cardinals @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,41.5,False
2025-05-28,St. Louis Cardinals @ Baltimore Orioles,NRFI,Yes,61.0,True
2025-05-28,Cincinnati Reds @ Kansas City Royals,F5 Moneyline,Kansas City Royals,44.8,True
2025-05-28,Cincinnati Reds @ Kansas City Royals,NRFI,Yes,64.7,True
2025-05-28,Colorado Rockies @ Chicago Cubs,F5 Moneyline,Colorado Rockies,42.2,False
2025-05-28,Colorado Rockies @ Chicago Cubs,NRFI,Yes,57.4,False
2025-05-28,Toronto Blue Jays @ Texas Rangers,F5 Moneyline,Texas Rangers,41.3,False
2025-05-28,Toronto Blue Jays @ Texas Rangers,NRFI,Yes,58.9,True
2025-05-28,New York Yankees @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,44.8,False
2025-05-28,Washington Nationals @ Seattle Mariners,F5 Moneyline,Washington Nationals,50.7,True
2025-05-28,Washington Nationals @ Seattle Mariners,NRFI,Yes,58.4,True
2025-05-29,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Philadelphia Phillies,43.9,True
2025-05-29,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Philadelphia Phillies,42.1,False
2025-05-29,Atlanta Braves @ Philadelphia Phillies,NRFI,Yes,57.7,True
2025-05-29,Athletics @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,45.3,True
2025-05-29,Athletics @ Toronto Blue Jays,NRFI,Yes,68.3,True
2025-05-29,Tampa Bay Rays @ Houston Astros,F5 Moneyline,Houston Astros,46.8,False
2025-05-29,Tampa Bay Rays @ Houston Astros,NRFI,Yes,61.8,False
2025-05-29,Washington Nationals @ Seattle Mariners,F5 Moneyline,Seattle Mariners,51.7,False
2025-05-29,Washington Nationals @ Seattle Mariners,NRFI,Yes,57.9,True
2025-05-30,Cincinnati Reds @ Chicago Cubs,F5 Moneyline,Chicago Cubs,46.5,False
2025-05-30,Cincinnati Reds @ Chicago Cubs,NRFI,Yes,60.8,False
2025-05-30,Chicago White Sox @ Baltimore Orioles,F5 Moneyline,Chicago White Sox,52.5,False
2025-05-30,Chicago White Sox @ Baltimore Orioles,NRFI,Yes,68.5,True
2025-05-30,Milwaukee Brewers @ Philadelphia Phillies,F5 Moneyline,Milwaukee Brewers,44.6,True
2025-05-30,Milwaukee Brewers @ Philadelphia Phillies,NRFI,Yes,56.4,False
2025-05-30,Athletics @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,49.2,True
2025-05-30,Athletics @ Toronto Blue Jays,NRFI,Yes,60.1,True
2025-05-30,Los Angeles Angels @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,44.7,False
2025-05-30,Los Angeles Angels @ Cleveland Guardians,NRFI,Yes,60.1,True
2025-05-30,Colorado Rockies @ New York Mets,F5 Moneyline,New York Mets,45.2,True
2025-05-30,San Francisco Giants @ Miami Marlins,F5 Moneyline,Miami Marlins,52.4,False
2025-05-30,San Francisco Giants @ Miami Marlins,NRFI,Yes,61.8,False
2025-05-30,Boston Red Sox @ Atlanta Braves,F5 Moneyline,Boston Red Sox,45.3,True
2025-05-30,Boston Red Sox @ Atlanta Braves,NRFI,Yes,56.4,False
2025-05-30,St. Louis Cardinals @ Texas Rangers,F5 Moneyline,Texas Rangers,42.9,True
2025-05-30,St. Louis Cardinals @ Texas Rangers,NRFI,Yes,61.4,False
2025-05-30,Detroit Tigers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,41.0,False
2025-05-30,Detroit Tigers @ Kansas City Royals,NRFI,Yes,61.7,False
2025-05-30,Tampa Bay Rays @ Houston Astros,F5 Moneyline,Houston Astros,41.2,False
2025-05-30,Tampa Bay Rays @ Houston Astros,NRFI,Yes,64.9,False
2025-05-30,Washington Nationals @ Arizona Diamondbacks,F5 Moneyline,Washington Nationals,47.6,False
2025-05-30,Washington Nationals @ Arizona Diamondbacks,NRFI,Yes,57.1,False
2025-05-30,Pittsburgh Pirates @ San Diego Padres,F5 Moneyline,Pittsburgh Pirates,42.4,False
2025-05-30,Pittsburgh Pirates @ San Diego Padres,NRFI,Yes,63.4,True
2025-05-30,Minnesota Twins @ Seattle Mariners,F5 Moneyline,Minnesota Twins,46.4,False
2025-05-30,Minnesota Twins @ Seattle Mariners,NRFI,Yes,62.8,False
2025-05-30,New York Yankees @ Los Angeles Dodgers,F5 Moneyline,New York Yankees,43.0,True
2025-05-31,Cincinnati Reds @ Chicago Cubs,F5 Moneyline,Cincinnati Reds,43.6,False
2025-05-31,Cincinnati Reds @ Chicago Cubs,NRFI,Yes,66.9,True
2025-05-31,Athletics @ Toronto Blue Jays,F5 Moneyline,Athletics,46.2,False
2025-05-31,Athletics @ Toronto Blue Jays,NRFI,Yes,64.1,False
2025-05-31,St. Louis Cardinals @ Texas Rangers,F5 Moneyline,Texas Rangers,44.6,False
2025-05-31,St. Louis Cardinals @ Texas Rangers,NRFI,Yes,61.5,True
